,actor,collab,count,genres
6831,Mohan Choti,Raj Mehra,6,"['Action|Thriller', 'Drama|Mystery|Romance', 'Drama|Mystery|Romance', 'Drama|Family', 'Drama|Family', 'Drama|Romance']"
6832,Mohan Choti,Agha,4,"['Comedy|Drama|Family', 'Drama|Romance', 'Drama|Romance', 'Action|Crime|Thriller']"
6833,Mohan Choti,Manmohan Krishna,7,"['Drama|Romance', 'Drama|Romance|War', 'Drama|Romance|War', 'Family|Romance', 'Drama|Musical', 'Drama', 'Drama']"
6834,Mohan Choti,Vikram Gokhale,1,['Crime|Drama|Mystery']
6835,Mohan Choti,Anjana Mumtaz,2,"['Crime|Drama|Mystery', 'Action|Thriller']"
6836,Mohan Choti,Vinod Mehra,2,"['Drama', 'Drama|Musical|Romance']"
6837,Mohan Choti,Ramesh Deo,4,"['Action|Crime|Drama', 'Drama|Romance', 'Action|Comedy|Crime', 'Comedy|Drama']"
6838,Mohan Choti,Shivraj,4,"['Drama|Romance', 'Comedy|Thriller', 'Drama|Family|Musical', 'Drama|Family']"
6839,Agha,Master Bhagwan,4,"['Comedy', 'Family|Romance', 'Adventure|Fantasy|Musical', 'Drama|Family']"
6840,Agha,Pinchoo Kapoor,4,"['Mystery|Thriller', 'Drama', 'Musical|Romance', 'Mystery']"
6841,Agha,Juhi Chawla,2,"['Action|Crime|Drama', 'Action|Crime|Drama']"
6842,Agha,Rati Agnihotri,2,"['Drama|Family', 'Comedy']"
6843,Agha,Sujit Kumar,3,"['Action', 'Drama|Family', 'Action|Drama|Romance']"
6844,Agha,Tun Tun,6,"['Comedy|Drama', 'Action|Drama|Romance', 'Comedy', 'Drama|Romance', 'Comedy|Drama', 'Comedy|Musical|Romance']"
6845,Agha,Sunil Dutt,4,"['Comedy|Musical|Romance', 'Drama|Romance', 'Drama', 'Drama|Family']"
6846,Agha,Murad,7,"['Drama|Romance', 'Comedy|Musical|Romance', 'Action', 'Crime|Mystery|Thriller', 'Comedy', 'Drama|Romance', 'Action|Adventure|Drama']"
6847,Agha,David Abraham,4,"['Drama|Family', 'Drama|Family', 'Action|Musical|Romance', 'Drama|Romance|Thriller']"
6848,Agha,Ajit,1,['Action|Musical|Romance']
6849,Agha,Sulochana Latkar,4,"['Comedy', 'Comedy|Drama', 'Drama|Romance', 'Drama|Romance']"
6850,Agha,Kamal Kapoor,4,"['Comedy', 'Romance', 'Mystery|Thriller', 'Musical|Romance']"
6851,Agha,Amjad Khan,3,"['Action|Romance', 'Action|Comedy|Drama', 'Action|Crime|Drama']"
6852,Agha,Shatrughan Sinha,3,"['Drama|Romance', 'Drama|Family', 'Action|Adventure|Comedy']"
6853,Agha,Nasir Hussain,7,"['Drama|Romance', 'Drama|Family', 'Action|Adventure|Comedy', 'Action|Drama|Romance', 'Drama', 'Comedy|Drama|Romance', 'Crime|Musical|Romance']"
6854,Agha,Rakhee Gulzar,2,"['Drama|Musical|Romance', 'Action|Romance']"
6855,Agha,Johnny Walker,3,"['Action|Musical|Romance', 'Comedy|Musical|Romance', 'Action|Crime|Drama']"
6856,Agha,Shubha Khote,3,"['Comedy', 'Comedy|Drama|Family', 'Family|Romance']"
6857,Agha,Navin Nischol,2,"['Drama|Family', 'Action|Romance|Thriller']"
6858,Agha,Sharmila Tagore,1,['Musical|Romance']
6859,Agha,Utpal Dutt,2,"['Comedy', 'Comedy|Drama|Family']"
6860,Agha,Dev Anand,5,"['Drama|Romance', 'Drama|Romance', 'Crime|Musical|Romance', 'Action|Drama|Romance', 'Drama']"
6861,Agha,Sadashiv Amrapurkar,1,['Drama|Family|Musical']
6862,Agha,Achala Sachdev,9,"['Drama|Romance', 'Comedy|Drama', 'Family|Romance', 'Comedy|Drama|Romance', 'Drama|Family', 'Action|Adventure|Drama', 'Drama|Family', 'Action', 'Drama|Romance|Thriller']"
6863,Agha,Saeed Jaffrey,1,['Drama|Family|Musical']
6864,Agha,Jeevan,2,"['Drama|Romance', 'Drama|Family']"
6865,Agha,Brahmachari,2,"['Action|Comedy|Drama', 'Drama']"
6866,Agha,Pradeep Kumar,4,"['Action|Comedy|Drama', 'Adventure|Fantasy|Musical', 'Drama|Family', 'Action|Adventure|Drama']"
6867,Agha,Anwar Hussain,1,['Action|Romance']
6868,Agha,Goga Kapoor,1,['Drama']
6869,Agha,Abhi Bhattacharya,3,"['Drama', 'Family|Romance', 'Comedy|Drama']"
6870,Agha,Tanuja,3,"['Comedy|Drama|Family', 'Drama|Romance', 'Action|Adventure|Drama']"
6871,Agha,Mac Mohan,1,['Drama|Family']
6872,Agha,Shreeram Lagoo,2,"['Family|Romance', 'Mystery|Thriller']"
6873,Agha,Raj Mehra,2,"['Comedy|Drama|Family', 'Drama|Musical|Romance']"
6874,Agha,Manmohan Krishna,1,['Mystery|Thriller']
6875,Agha,Vikram Gokhale,1,['Drama|Family|Musical']
6876,Agha,Vinod Mehra,7,"['Drama|Family|Musical', 'Drama', 'Action|Comedy|Drama', 'Drama|Romance', 'Comedy', 'Comedy', 'Drama|Musical|Romance']"
6877,Agha,Ramesh Deo,2,"['Action|Drama|Romance', 'Comedy']"
6878,Agha,Shivraj,6,"['Drama|Romance', 'Mystery', 'Drama|Romance', 'Drama', 'Comedy|Drama|Romance', 'Drama']"
6879,Shatrughan Sinha,Master Bhagwan,5,"['Action', 'Action|Crime', 'Action', 'Action', 'Action|Comedy|Drama']"
6880,Shatrughan Sinha,Pinchoo Kapoor,1,['Drama|Family']
6881,Shatrughan Sinha,Rati Agnihotri,1,['Action|Crime|Thriller']
6882,Shatrughan Sinha,Sujit Kumar,4,"['Action|Crime|Drama', 'Action|Drama', 'Drama|Family', 'Action']"
6883,Shatrughan Sinha,Tun Tun,1,['Drama|Romance']
6884,Shatrughan Sinha,Sunil Dutt,4,"['Drama|Mystery|Thriller', 'Action|Adventure|Crime', 'Action|Horror|Mystery', 'Action|Adventure|Drama']"
6885,Shatrughan Sinha,Murad,1,['Action|Adventure|Comedy']
6886,Shatrughan Sinha,David Abraham,5,"['Drama|Family', 'Action|Crime|Drama', 'Action|Adventure|Crime', 'Drama|Family', 'Drama|Romance']"
6887,Shatrughan Sinha,Ajit,5,"['Action', 'Action', 'Action', 'Action', 'Action|Adventure|Crime']"
6888,Shatrughan Sinha,Sulochana Latkar,8,"['Action|Adventure|Drama', 'Action|Adventure|Drama', 'Action|Mystery|Thriller', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Drama|Family', 'Drama|Family', 'Comedy|Mystery|Romance']"
6889,Shatrughan Sinha,Suresh Oberoi,1,['Drama']
6890,Shatrughan Sinha,Sudhir,6,"['Action|Comedy|Drama', 'Drama', 'Action|Crime|Drama', 'Action|Mystery|Thriller', 'Action|Crime|Drama', 'Crime|Romance|Thriller']"
6891,Shatrughan Sinha,Kamal Kapoor,2,"['Action|Crime|Drama', 'Drama|Musical|Romance']"
6892,Shatrughan Sinha,Amjad Khan,4,"['Action|Crime|Drama', 'Action|Musical|Romance', 'Action|Comedy', 'Action|Crime']"
6893,Shatrughan Sinha,Sunil Shetty,1,['Action|Crime|Drama']
6894,Shatrughan Sinha,Irrfan Khan,1,['Action|Crime|Drama']
6895,Shatrughan Sinha,Nasir Hussain,3,"['Action|Crime', 'Action|Adventure|Comedy', 'Action|Drama|Musical']"
6896,Shatrughan Sinha,Rakhee Gulzar,6,"['Drama', 'Action|Adventure|Crime', 'Action|Drama|History', 'Drama|Musical|Romance', 'Family', 'Drama|Family']"
6897,Shatrughan Sinha,Brahm Bhardwaj,1,['Comedy|Mystery|Romance']
6898,Shatrughan Sinha,Johnny Walker,3,"['Drama', 'Action', 'Action|Adventure|Crime']"
6899,Shatrughan Sinha,Tej Sapru,4,"['Action|Drama', 'Action|Crime|Drama', 'Drama|Family', 'Drama']"
6900,Shatrughan Sinha,Shubha Khote,1,['Action|Drama|Romance']
6901,Shatrughan Sinha,Navin Nischol,4,"['Family', 'Action', 'Drama', 'Romance|Thriller']"
6902,Shatrughan Sinha,Rajpal Yadav,1,['Action|Crime|Drama']
6903,Shatrughan Sinha,Sharmila Tagore,1,['Action|Drama|Romance']
6904,Shatrughan Sinha,Utpal Dutt,2,"['Drama|Romance', 'Action|Crime|Drama']"
6905,Shatrughan Sinha,Dev Anand,2,"['Crime|Romance|Thriller', 'Action|Drama|Musical']"
6906,Shatrughan Sinha,Achala Sachdev,2,"['Action', 'Drama']"
6907,Shatrughan Sinha,Saeed Jaffrey,2,"['Drama|Family|Musical', 'Mystery|Thriller']"
6908,Shatrughan Sinha,Jeevan,7,"['Action|Thriller', 'Action', 'Action|Adventure|Comedy', 'Action|Comedy|Crime', 'Action|Comedy|Drama', 'Crime|Romance|Thriller', 'Drama']"
6909,Shatrughan Sinha,Brahmachari,1,['Action']
6910,Shatrughan Sinha,Pradeep Kumar,3,"['Action|Adventure|Drama', 'Action|Crime', 'Action|Adventure|Comedy']"
6911,Shatrughan Sinha,Anwar Hussain,2,"['Action', 'Drama']"
6912,Shatrughan Sinha,Goga Kapoor,3,"['Action|Crime|Drama', 'Action|Crime|Drama', 'Drama']"
6913,Shatrughan Sinha,Abhi Bhattacharya,4,"['Action|Family', 'Drama', 'Drama', 'Romance|Thriller']"
6914,Shatrughan Sinha,Mac Mohan,5,"['Drama', 'Action|Crime|Drama', 'Drama|Family', 'Drama', 'Drama|Romance']"
6915,Shatrughan Sinha,Shreeram Lagoo,3,"['Action|Drama|Family', 'Action', 'Action|Adventure|Drama']"
6916,Shatrughan Sinha,Raj Mehra,3,"['Biography|Drama', 'Drama|Family', 'Comedy|Mystery|Romance']"
6917,Shatrughan Sinha,Saif Ali Khan,1,['Drama']
6918,Shatrughan Sinha,Parikshat Sahni,2,"['Action|Drama|History', 'Action|Mystery|Thriller']"
6919,Shatrughan Sinha,Manmohan Krishna,7,"['Action|Crime|Drama', 'Action|Drama|History', 'Action|Adventure|Drama', 'Drama|Romance', 'Drama|Horror|Thriller', 'Drama|Family', 'Drama']"
6920,Shatrughan Sinha,Vikram Gokhale,1,['Romance|Thriller']
6921,Shatrughan Sinha,Anjana Mumtaz,1,['Action']
6922,Shatrughan Sinha,Vinod Mehra,4,"['Action', 'Action|Crime|Drama', 'Action|Drama|Family', 'Action|Horror|Mystery']"
6923,Shatrughan Sinha,Ramesh Deo,8,"['Drama|Family', 'Action', 'Action|Family', 'Drama|Family', 'Romance', 'Drama', 'Drama', 'Drama|Musical|Romance']"
6924,Shatrughan Sinha,Shivraj,2,"['Drama|Romance', 'Action|Drama|Family']"
6925,Mushtaq Khan,Anjan Srivastav,1,['Comedy|Drama|Romance']
6926,Mushtaq Khan,Juhi Chawla,1,['Comedy|Drama|Family']
6927,Mushtaq Khan,Sulochana Latkar,1,['Action|Drama|Romance']
6928,Mushtaq Khan,Suresh Oberoi,3,"['Action|Drama|Romance', 'Action|Drama', 'Action|Comedy|Drama']"
6929,Mushtaq Khan,Mohan Joshi,13,"['Drama', 'Action|Drama', 'Action|Comedy|Drama', 'Action|Crime', 'Comedy|Romance', 'Action', 'Action|Drama|Romance', 'Action|Romance|Thriller', 'Action', 'Action', 'Action|Drama|Romance', 'Action|Drama', 'Action|Comedy|Drama']"
6930,Mushtaq Khan,Reema Lagoo,4,"['Comedy|Drama|Romance', 'Action|Drama', 'Action', 'Drama|Musical|Romance']"
6931,Mushtaq Khan,Sudhir,2,"['Action|Drama|Romance', 'Action|Comedy|Drama']"
6932,Mushtaq Khan,Sunil Shetty,6,"['Action|Comedy|Drama', 'Action|Crime|Romance', 'Action|Drama|Romance', 'Action|Drama', 'Action', 'Action|Comedy|Drama']"
6933,Mushtaq Khan,Sunny Deol,1,['Action|Drama|Romance']
6934,Mushtaq Khan,Tej Sapru,4,"['Action|Crime|Romance', 'Action|Drama', 'Action|Comedy|Drama', 'Drama']"
6935,Mushtaq Khan,Shubha Khote,2,"['Comedy|Romance', 'Adventure|Comedy|Drama']"
6936,Mushtaq Khan,Navin Nischol,2,"['Action|Drama|Romance', 'Action|Drama']"
6937,Mushtaq Khan,Rajpal Yadav,1,['Action|Comedy|Crime']
6938,Mushtaq Khan,Madhuri Dixit,1,['Action|Drama|Romance']
6939,Mushtaq Khan,Himani Shivpuri,3,"['Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Action|Drama|Romance']"
6940,Mushtaq Khan,Sadashiv Amrapurkar,2,"['Comedy|Drama', 'Action|Drama|Romance']"
6941,Mushtaq Khan,Mohnish Bahl,2,"['Action', 'Action|Crime|Drama']"
6942,Mushtaq Khan,Achala Sachdev,1,['Action|Comedy|Musical']
6943,Mushtaq Khan,Saeed Jaffrey,2,"['Comedy|Drama|Romance', 'Action']"
6944,Mushtaq Khan,Govind Namdeo,1,['Action']
6945,Mushtaq Khan,Manisha Koirala,2,"['Horror', 'Action|Crime|Romance']"
6946,Mushtaq Khan,Goga Kapoor,1,['Action|Romance|Thriller']
6947,Mushtaq Khan,Mac Mohan,2,"['Action|Drama', 'Action|Crime|Drama']"
6948,Mushtaq Khan,Satish Kaushik,2,"['Comedy|Romance', 'Musical|Romance']"
6949,Mushtaq Khan,Saif Ali Khan,1,['Action']
6950,Mushtaq Khan,Parikshat Sahni,2,"['Musical', 'Romance']"
6951,Mushtaq Khan,Vikram Gokhale,1,['Comedy|Musical']
6952,Mushtaq Khan,Razak Khan,3,"['Comedy|Musical', 'Action|Comedy|Musical', 'Drama|Romance']"
6953,Mushtaq Khan,Anjana Mumtaz,1,['Action|Crime|Drama']
6954,Sunil Shetty,Tabu,3,"['Action|Drama', 'Action|Comedy|Crime', 'Drama']"
6955,Sunil Shetty,Anjan Srivastav,2,"['Drama|Musical|Romance', 'Comedy|Drama']"
6956,Sunil Shetty,Juhi Chawla,1,['Drama|Fantasy|Romance']
6957,Sunil Shetty,Rati Agnihotri,2,"['Action|Crime|Drama', 'Comedy|Drama|Family']"
6958,Sunil Shetty,Sushma Seth,1,['Drama|Romance']
6959,Sunil Shetty,Suresh Oberoi,3,"['Action|Crime|Drama', 'Action|Mystery', 'Action|Comedy|Drama']"
6960,Sunil Shetty,Mohan Joshi,12,"['Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Drama', 'Action|Crime|Drama', 'Action|Comedy', 'Action|Crime|Drama', 'Action|Thriller', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Comedy|Drama']"
6961,Sunil Shetty,Saurabh Shukla,1,['Comedy|Drama']
6962,Sunil Shetty,Reema Lagoo,2,"['Action|Drama|Romance', 'Action|Drama|Romance']"
6963,Sunil Shetty,Irrfan Khan,3,"['Comedy', 'Crime|Drama|Mystery', 'Action|Crime|Drama']"
6964,Sunil Shetty,Sunny Deol,5,"['Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Fantasy|Thriller', 'Action|Crime|Drama', 'Action|Crime|Drama']"
6965,Sunil Shetty,Tej Sapru,1,['Action|Crime|Romance']
6966,Sunil Shetty,Shubha Khote,1,['Action|Comedy|Crime']
6967,Sunil Shetty,Navin Nischol,2,"['Action|Crime|Drama', 'Action|Mystery']"
6968,Sunil Shetty,Rajpal Yadav,10,"['Comedy', 'Comedy|Drama', 'Comedy|Crime', 'Comedy|Drama|Romance', 'Horror', 'Comedy|Crime', 'Drama|Fantasy|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Adventure|Romance']"
6969,Sunil Shetty,Sharmila Tagore,1,['Drama|Romance']
6970,Sunil Shetty,Himani Shivpuri,4,"['Drama|Romance', 'Action|Crime|Drama', 'Action|Drama', 'Action|Crime|Drama']"
6971,Sunil Shetty,Sadashiv Amrapurkar,2,"['Comedy|Thriller', 'Action|Drama|Thriller']"
6972,Sunil Shetty,Mohnish Bahl,2,"['Action|Drama', 'Comedy|Drama']"
6973,Sunil Shetty,Saeed Jaffrey,1,['Action|Drama|Romance']
6974,Sunil Shetty,Manisha Koirala,1,['Action|Fantasy|Thriller']
6975,Sunil Shetty,Boman Irani,1,['Action|Comedy|Drama']
6976,Sunil Shetty,Satish Kaushik,1,['Comedy|Drama|Romance']
6977,Sunil Shetty,Parikshat Sahni,1,['Drama|Romance']
6978,Sunil Shetty,Saif Ali Khan,6,"['Drama|History|War', 'Drama|History|War', 'Action|Comedy', 'Action|Thriller', 'Action|Romance|Thriller', 'Action|Drama|Thriller']"
6979,Sunil Shetty,Sanjay Mishra,3,"['Comedy|Crime', 'Comedy|Musical|Romance', 'Action|Adventure|Drama']"
6980,Sunil Shetty,Vikram Gokhale,2,"['Comedy|Crime', 'Action|Adventure']"
6981,Sunil Shetty,Razak Khan,3,"['Action|Drama|Romance', 'Mystery|Thriller', 'Action|Crime|Drama']"
6982,Sunil Shetty,Anjana Mumtaz,3,"['Drama|Romance', 'Action|Drama', 'Action|Crime|Drama']"
6983,Suresh Oberoi,Tabu,2,"['Crime|Mystery|Thriller', 'Action|Drama']"
6984,Suresh Oberoi,Anjan Srivastav,2,"['Biography|Drama', 'Crime|Drama']"
6985,Suresh Oberoi,Master Bhagwan,3,"['Drama|Family', 'Action', 'Crime|Horror|Mystery']"
6986,Suresh Oberoi,Pinchoo Kapoor,3,"['Action|Crime|Drama', 'Comedy|Drama|Romance', 'Drama|Family']"
6987,Suresh Oberoi,Juhi Chawla,2,"['Action|Adventure|Romance', 'Action|Drama']"
6988,Suresh Oberoi,Rati Agnihotri,8,"['Romance', 'Drama|Family', 'Drama', 'Drama|Family', 'Action|Comedy|Drama', 'Drama|Romance', 'Drama|Musical', 'Action|Romance']"
6989,Suresh Oberoi,Sujit Kumar,2,"['Action', 'Drama|Family']"
6990,Suresh Oberoi,Sushma Seth,2,"['Drama|Thriller', 'Action|Thriller']"
6991,Suresh Oberoi,Mohan Joshi,6,"['Crime|Mystery|Thriller', 'Action|Crime|Drama', 'Action', 'Action', 'Action|Comedy|Drama', 'Action|Drama|Family']"
6992,Suresh Oberoi,Reema Lagoo,3,"['Action', 'Action|Drama', 'Drama|Romance']"
6993,Suresh Oberoi,Sudhir,6,"['Action|Adventure|Romance', 'Action|Drama', 'Action', 'Action|Thriller', 'Action|Crime|Drama', 'Drama|Musical']"
6994,Suresh Oberoi,Kamal Kapoor,1,['Action|Adventure']
6995,Suresh Oberoi,Amjad Khan,3,"['Drama', 'Action|Drama', 'Action']"
6996,Suresh Oberoi,Nasir Hussain,1,['Drama|Romance']
6997,Suresh Oberoi,Rakhee Gulzar,8,"['Action|Drama|Mystery', 'Action|Drama|Musical', 'Action|Romance', 'Action|Drama|Family', 'Comedy|Drama|Romance', 'Action|Drama', 'Drama', 'Drama']"
6998,Suresh Oberoi,Sunny Deol,4,"['Biography|Drama|History', 'Action|Drama|Romance', 'Action|Drama|Romance', 'Action|Drama']"
6999,Suresh Oberoi,Brahm Bhardwaj,1,['Drama|Musical']
7000,Suresh Oberoi,Johnny Walker,1,['Drama|Musical']
7001,Suresh Oberoi,Tej Sapru,6,"['Action|Drama', 'Drama|Romance', 'Action', 'Action|Crime', 'Drama', 'Action|Adventure|Crime']"
7002,Suresh Oberoi,Shubha Khote,5,"['Action|Adventure', 'Comedy|Drama', 'Action|Crime|Drama', 'Action|Comedy|Drama', 'Crime|Horror|Mystery']"
7003,Suresh Oberoi,Navin Nischol,7,"['Action|Drama|Thriller', 'Action|Crime|Drama', 'Action|Drama', 'Action|Mystery', 'Action|Drama|Family', 'Drama|Family', 'Drama|Family|Romance']"
7004,Suresh Oberoi,Madhuri Dixit,6,"['Crime|Drama', 'Action', 'Action', 'Action|Crime', 'Action|Crime|Drama', 'Action|Drama|Romance']"
7005,Suresh Oberoi,Utpal Dutt,1,['Drama']
7006,Suresh Oberoi,Sadashiv Amrapurkar,3,"['Drama|Musical|Romance', 'Crime|Mystery|Thriller', 'Action|Drama|Romance']"
7007,Suresh Oberoi,Mohnish Bahl,5,"['Action|Adventure|Romance', 'Drama|Mystery|Thriller', 'Action|Comedy|Drama', 'Action|Drama|Romance', 'Drama|Family']"
7008,Suresh Oberoi,Saeed Jaffrey,2,"['Action|Romance', 'Drama']"
7009,Suresh Oberoi,Govind Namdeo,1,['Crime|Drama']
7010,Suresh Oberoi,Manisha Koirala,3,"['Crime|Drama', 'Drama|Thriller', 'Action|Drama|Thriller']"
7011,Suresh Oberoi,Brahmachari,2,"['Action|Romance', 'Action|Crime|Drama']"
7012,Suresh Oberoi,Goga Kapoor,2,"['Action|Crime|Drama', 'Action|Comedy|Drama']"
7013,Suresh Oberoi,Tanuja,3,"['Action|Adventure|Romance', 'Action|Romance', 'Drama|Family']"
7014,Suresh Oberoi,Mac Mohan,1,['Action|Thriller']
7015,Suresh Oberoi,Shreeram Lagoo,2,"['Drama|Family', 'Drama']"
7016,Suresh Oberoi,Boman Irani,1,['Biography|Drama']
7017,Suresh Oberoi,Satish Kaushik,1,['Crime|Drama']
7018,Suresh Oberoi,Parikshat Sahni,1,['Romance']
7019,Suresh Oberoi,Vikram Gokhale,1,['Action|Drama']
7020,Suresh Oberoi,Anjana Mumtaz,1,['Action|Crime|Drama']
7021,Achala Sachdev,Master Bhagwan,1,['Drama|Family']
7022,Achala Sachdev,Pinchoo Kapoor,1,['Comedy|Drama']
7023,Achala Sachdev,Sujit Kumar,1,['Comedy|Family']
7024,Achala Sachdev,Tun Tun,2,"['Action|Drama', 'Comedy|Drama|Musical']"
7025,Achala Sachdev,Sunil Dutt,3,"['Action|Crime|Drama', 'Drama|Romance', 'Drama|Romance']"
7026,Achala Sachdev,Murad,4,"['Drama|Romance', 'Drama|Romance', 'Drama|Musical|Romance', 'Action|Adventure|Comedy']"
7027,Achala Sachdev,David Abraham,10,"['Drama|Family', 'Action|Family|Thriller', 'Drama|Romance', 'Drama|Family|Musical', 'Romance', 'Adventure|Comedy|Crime', 'Drama', 'Drama', 'Romance', 'Drama|Romance|Thriller']"
7028,Achala Sachdev,Ajit,4,"['Drama|Romance', 'Drama|Thriller', 'Adventure|Comedy|Crime', 'Drama']"
7029,Achala Sachdev,Sushma Seth,1,['Drama|Musical|Romance']
7030,Achala Sachdev,Sulochana Latkar,3,"['Drama|Family|Musical', 'Crime|Drama', 'Action|Adventure|Drama']"
7031,Achala Sachdev,Mohan Joshi,1,['Drama|Musical|Romance']
7032,Achala Sachdev,Sudhir,2,"['Drama|Musical', 'Action|Musical|War']"
7033,Achala Sachdev,Kamal Kapoor,1,['Drama|Romance']
7034,Achala Sachdev,Nasir Hussain,13,"['Drama|Romance', 'Comedy|Family', 'Comedy|Musical|Romance', 'Drama|Family|Romance', 'Drama|Musical|Romance', 'Musical|Romance', 'Drama|Family', 'Drama|Romance', 'Drama|Musical|Romance', 'Drama|Family', 'Action', 'Drama|Family', 'Drama|Romance']"
7035,Achala Sachdev,Rakhee Gulzar,1,['Drama|Romance']
7036,Achala Sachdev,Brahm Bhardwaj,4,"['Drama|Romance', 'Musical|Romance|Thriller', 'Drama|Musical|Romance', 'Musical|Romance']"
7037,Achala Sachdev,Johnny Walker,1,['Crime|Drama']
7038,Achala Sachdev,Shubha Khote,2,"['Drama|Musical|Romance', 'Romance']"
7039,Achala Sachdev,Navin Nischol,2,"['Drama|Romance', 'Drama']"
7040,Achala Sachdev,Sharmila Tagore,3,"['Drama|Family', 'Musical|Romance|Thriller', 'Drama|Romance']"
7041,Achala Sachdev,Himani Shivpuri,3,"['Drama|Musical|Romance', 'Drama|Romance|Thriller', 'Drama|Romance']"
7042,Achala Sachdev,Utpal Dutt,1,['Drama|Family|Musical']
7043,Achala Sachdev,Dev Anand,4,"['Drama|Musical', 'Crime|Drama', 'Drama|Musical|Romance', 'Drama|Romance']"
7044,Achala Sachdev,Jeevan,7,"['Drama|Romance', 'Drama|Family|Musical', 'Comedy|Family', 'Action|Drama', 'Drama|Romance', 'Drama|Musical|Romance', 'Drama|Family']"
7045,Achala Sachdev,Brahmachari,1,['Drama|Family']
7046,Achala Sachdev,Pradeep Kumar,5,"['Comedy|Drama|Romance', 'Comedy|Drama', 'Drama|Musical|Romance', 'Drama|Musical|Romance', 'Action|Adventure|Drama']"
7047,Achala Sachdev,Anwar Hussain,4,"['Comedy|Musical', 'Drama', 'Action|Crime|Drama', 'Crime|Drama']"
7048,Achala Sachdev,Abhi Bhattacharya,5,"['Drama|Family|Musical', 'Drama|Thriller', 'Drama', 'Family|Romance', 'Romance']"
7049,Achala Sachdev,Tanuja,2,"['Drama', 'Romance']"
7050,Achala Sachdev,Mac Mohan,3,"['Action|Crime|Romance', 'Drama|Romance', 'Comedy|Musical|Romance']"
7051,Achala Sachdev,Raj Mehra,6,"['Drama|Romance', 'Drama|Thriller', 'Comedy|Drama|Romance', 'Romance', 'Drama|Romance', 'Action|Adventure|Comedy']"
7052,Achala Sachdev,Parikshat Sahni,1,['Drama']
7053,Achala Sachdev,Manmohan Krishna,5,"['Comedy|Family', 'Comedy|Family', 'Drama|Romance', 'Drama|Musical|Romance', 'Drama|Romance']"
7054,Achala Sachdev,Razak Khan,1,['Action|Comedy|Musical']
7055,Achala Sachdev,Anjana Mumtaz,1,['Drama|Romance|Thriller']
7056,Achala Sachdev,Ramesh Deo,7,"['Action', 'Action|Drama|Thriller', 'Drama|Family', 'Comedy|Family', 'Action|Crime|Drama', 'Drama', 'Drama']"
7057,Achala Sachdev,Shivraj,4,"['Drama|Romance', 'Comedy|Musical|Romance', 'Musical|Romance', 'Comedy|Drama|Musical']"
7058,Tun Tun,Master Bhagwan,2,"['Action|Comedy', 'Crime|Drama|Thriller']"
7059,Tun Tun,Pinchoo Kapoor,1,['Comedy|Romance']
7060,Tun Tun,Sujit Kumar,3,"['Drama|Family', 'Comedy|Family|Romance', 'Action|Drama|Romance']"
7061,Tun Tun,Sunil Dutt,3,"['Action', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance']"
7062,Tun Tun,Murad,9,"['Action|Comedy|Drama', 'Drama|Romance', 'Crime|Drama|Thriller', 'Comedy', 'Drama|Romance', 'Drama|Romance', 'Action|Adventure|Crime', 'Drama|Romance', 'Adventure|Drama|Romance']"
7063,Tun Tun,David Abraham,4,"['Comedy|Romance', 'Drama|Romance', 'Drama|Romance', 'Comedy|Drama|Romance']"
7064,Tun Tun,Ajit,5,"['Action|Comedy', 'Action', 'Action|Thriller', 'Action|Adventure|Drama', 'Action|Crime|Drama']"
7065,Tun Tun,Sulochana Latkar,6,"['Drama|Romance', 'Comedy|Fantasy|Romance', 'Comedy|Drama', 'Comedy|Drama|Family', 'Drama|Romance', 'Comedy|Drama|Romance']"
7066,Tun Tun,Sudhir,1,['Action']
7067,Tun Tun,Kamal Kapoor,4,"['Drama|Romance', 'Comedy|Fantasy|Romance', 'Comedy|Romance', 'Comedy']"
7068,Tun Tun,Amjad Khan,2,"['Action|Crime|Drama', 'Action|Comedy']"
7069,Tun Tun,Nasir Hussain,4,"['Action|Drama|Romance', 'Crime|Drama|Romance', 'Comedy|Musical|Romance', 'Comedy|Drama|Romance']"
7070,Tun Tun,Brahm Bhardwaj,5,"['Action|Romance|Thriller', 'Drama|Romance', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Drama|Romance']"
7071,Tun Tun,Johnny Walker,14,"['Comedy|Fantasy|Romance', 'Comedy|Drama|Romance', 'Drama|Romance', 'Musical|Romance', 'Comedy|Drama|Romance', 'Comedy|Drama|Musical', 'Drama|Mystery|Thriller', 'Drama|Musical|Romance', 'Drama|Musical|Romance', 'Action|Crime|Musical', 'Comedy|Musical|Romance', 'Action|Crime|Drama', 'Comedy|Drama', 'Comedy|Drama|Romance']"
7072,Tun Tun,Shubha Khote,2,"['Comedy|Drama|Musical', 'Comedy|Drama|Romance']"
7073,Tun Tun,Sharmila Tagore,2,"['Drama|Romance', 'Comedy|Musical|Romance']"
